custid,gender,age,age_cat,debtinc,card,carditems,cardspent,cardtype,creddebt,commute,commutetime,card2,card2items,card2spent,card2type,marital,homeown,hometype,cars,carown,region,ed_cat,ed_years,job_cat,employ_years,emp_cat,retire,annual_income,inc_cat
0210-INIVGV-M4Y,Male,74,>65,8,Visa,6,316.57,None,4.83,Car,37,American Express,8,245.84,Other,Married,Own,Multiple-Family,3,Own,Zone 4,Did not complete high school,10,"Operation, Fabrication, General Labor",35,More than 15,No,151000.00,$125+
1252-CDBPQY-4PH,Female,30,25-34,9.7,Visa,10,344.45,Gold,0.94,Car,37,Other,3,128.67,None,Married,Own,Single-family,3,Own,Zone 2,High school degree,14,Sales and Office,1,Less than 2,No,34000.00,$25 - $49
6505-GAEHYO-NRP,Male,71,>65,9.3,Visa,7,137.92,Other,4.2,Car,23,Mastercard,6,104.14,Other,Married,Own,Condominium/Townhouse,3,Own,Zone 4,High school degree,12,Service,36,More than 15,No,124000.00,$75 - $124
5340-UXMMIL-874,Female,68,>65,8.8,Mastercard,12,185.57,Platinum,1.29,Car,21,Visa,1,23.97,Other,Unmarried,Own,Mobile Home,2,Own,Zone 2,Some college,16,Managerial and Professional,17,More than 15,No,121000.00,$75 - $124
3958-DZQIMT-O33,Female,30,25-34,10.5,Mastercard,8,207.58,Platinum,0.76,Car,21,Visa,3,97.79,None,Unmarried,Rent,Multiple-Family,3,Own,Zone 5,Some college,16,Sales and Office,1,Less than 2,No,25000.00,$25 - $49
7863-MUCPLT-8PF,Female,32,25-34,4.1,Visa,10,425.13,Gold,0.74,Other non-motorized transit,24,Mastercard,7,181.29,Other,Unmarried,Own,Single-family,1,Own,Zone 5,High school degree,14,Sales and Office,3,2 to 5,No,30000.00,$25 - $49
4070-SNUNJA-68Y,Male,39,35-49,11.7,Discover,10,311.37,None,1.44,Walk,31,American Express,7,134.15,Other,Unmarried,Rent,Multiple-Family,0,N/A,Zone 4,High school degree,14,Sales and Office,2,2 to 5,No,33000.00,$25 - $49
0228-TOWTVB-GJR,Male,71,>65,7.9,Mastercard,11,361.13,Other,1.06,Car,26,American Express,4,97.56,Platinum,Married,Own,Condominium/Townhouse,2,Own,Zone 4,Some college,15,Sales and Office,7,6 to 10,No,33000.00,$25 - $49
7125-STJOJK-BV2,Male,40,35-49,3.7,Visa,10,592.9,Gold,0.77,Carpool,17,American Express,8,383.1,Other,Unmarried,Rent,Multiple-Family,2,Own,Zone 5,Did not complete high school,10,Service,13,11 to 15,No,59000.00,$50 - $74
1454-FTZAQZ-TIG,Female,77,>65,7.9,American Express,8,152.12,None,0.39,Other public transit,38,Mastercard,8,217.46,Gold,Married,Rent,Multiple-Family,1,Lease,Zone 2,Did not complete high school,10,Agricultural and Natural Resources,24,More than 15,Yes,9000.00,Under $25
9932-DYKKRX-CBW,Female,66,>65,11.3,Discover,12,186.91,Gold,1,Bus,22,Mastercard,13,305.23,Other,Married,Rent,Multiple-Family,1,Own,Zone 3,High school degree,14,"Operation, Fabrication, General Labor",27,More than 15,Yes,34000.00,$25 - $49
1764-YHUBPY-HQU,Female,47,35-49,2.8,Discover,12,179.71,None,0.36,Car,38,Visa,1,30.17,Platinum,Unmarried,Rent,Multiple-Family,1,Lease,Zone 5,Post-undergraduate degree,20,"Operation, Fabrication, General Labor",15,11 to 15,No,38000.00,$25 - $49
1462-OSIGEB-JHX,Male,79,>65,9.9,American Express,14,329.24,Platinum,0.48,Car,31,Mastercard,5,151.43,None,Married,Own,Mobile Home,4,Lease,Zone 3,College degree,19,"Operation, Fabrication, General Labor",39,More than 15,Yes,15000.00,Under $25
8451-CKLLGR-V0U,Male,78,>65,4.4,Mastercard,5,86.07,Gold,0.27,Car,23,Other,1,16.19,Gold,Married,Rent,Multiple-Family,4,Own,Zone 1,Some college,16,Sales and Office,11,11 to 15,No,16000.00,Under $25
3438-ZEUAOG-3O1,Female,29,25-34,9.2,Discover,8,191.51,Platinum,0.72,Car,36,American Express,4,110.06,None,Married,Own,Single-family,2,Own,Zone 5,High school degree,14,Sales and Office,0,Less than 2,No,24000.00,Under $25
0157-DPVLPH-QQZ,Female,25,25-34,14.5,Visa,15,433.95,None,2.12,Walk,24,Mastercard,7,128.21,None,Married,Own,Condominium/Townhouse,0,N/A,Zone 1,College degree,17,Managerial and Professional,1,Less than 2,No,44000.00,$25 - $49
5354-PDWNBA-4YL,Male,31,25-34,4.6,Discover,8,219.23,Other,0.21,Car,16,Visa,5,172.3,Gold,Unmarried,Rent,Condominium/Townhouse,2,Own,Zone 2,College degree,18,Managerial and Professional,2,2 to 5,No,25000.00,$25 - $49
8629-LVIHRJ-THE,Female,74,>65,26,American Express,12,645.2,Platinum,3.97,Telecommute,28,Mastercard,7,294.81,Other,Married,Own,Single-family,1,Lease,Zone 4,High school degree,13,Sales and Office,6,6 to 10,No,34000.00,$25 - $49
4997-OVXAFM-Z5B,Male,53,50-64,1.7,Discover,11,566.64,None,0.22,Telecommute,25,American Express,4,238.62,None,Married,Rent,Multiple-Family,1,Own,Zone 1,Some college,16,Managerial and Professional,6,6 to 10,No,57000.00,$50 - $74
8188-QKPMHI-X11,Female,61,50-64,17.6,Discover,9,548.12,None,5.43,Train/Subway,38,American Express,3,281.99,None,Unmarried,Rent,Single-family,1,Own,Zone 5,College degree,17,Sales and Office,15,11 to 15,No,93000.00,$75 - $124
3909-PQGPKR-NMP,Male,61,50-64,2.7,Discover,13,526.8,Other,0.73,Car,27,American Express,7,343.27,Other,Married,Own,Single-family,2,Own,Zone 3,Some college,16,Sales and Office,11,11 to 15,No,81000.00,$75 - $124
6930-TVZJTA-1P0,Female,57,50-64,2.8,Mastercard,6,135.64,Gold,0.54,Car,16,Visa,7,187.06,None,Unmarried,Rent,Single-family,3,Own,Zone 3,High school degree,12,Managerial and Professional,10,6 to 10,No,35000.00,$25 - $49
5009-KBMNIF-ZA4,Male,56,50-64,2,American Express,17,448.31,Gold,0.27,Car,31,Mastercard,5,123.13,Gold,Unmarried,Rent,Multiple-Family,3,Own,Zone 2,High school degree,14,Managerial and Professional,4,2 to 5,No,28000.00,$25 - $49
4215-KJUVTE-KKN,Male,70,>65,3.1,Visa,12,376.61,Other,0.44,Car,29,Mastercard,1,18.93,Platinum,Unmarried,Own,Mobile Home,2,Own,Zone 2,College degree,18,Managerial and Professional,6,6 to 10,No,25000.00,$25 - $49
5360-LQVBVP-MI1,Female,77,>65,11.9,Visa,8,128.91,None,0.65,Bus,24,Discover,6,106.86,Platinum,Unmarried,Rent,Multiple-Family,1,Own,Zone 5,College degree,17,Managerial and Professional,21,More than 15,No,40000.00,$25 - $49
9052-EDEMTD-RRH,Male,50,50-64,11.1,Visa,8,625.7,None,1,Car,20,Discover,6,299.18,Other,Unmarried,Rent,Multiple-Family,3,Lease,Zone 3,High school degree,12,Managerial and Professional,10,6 to 10,No,39000.00,$25 - $49
5195-BSGZVI-8WQ,Male,31,25-34,17.7,Visa,15,414.03,Platinum,1.06,Car,18,Other,3,85.98,Platinum,Unmarried,Rent,Single-family,3,Own,Zone 2,Did not complete high school,10,"Operation, Fabrication, General Labor",10,6 to 10,No,45000.00,$25 - $49
6497-QFPFGG-UW3,Female,28,25-34,8.9,Other,9,125.07,Platinum,1.36,Car,27,Mastercard,1,21.08,None,Married,Own,Single-family,3,Own,Zone 2,High school degree,14,"Operation, Fabrication, General Labor",4,2 to 5,No,36000.00,$25 - $49
2423-SKBFWB-PDO,Female,44,35-49,9.2,Mastercard,11,300.7,Gold,0.37,Carpool,21,Visa,6,195.71,None,Unmarried,Own,Single-family,1,Own,Zone 4,College degree,19,Managerial and Professional,6,6 to 10,No,50000.00,$50 - $74
2291-RKTBRL-WNO,Male,73,>65,8.2,Mastercard,14,517.35,Gold,4.1,Bus,32,Visa,3,94.38,Other,Unmarried,Own,Condominium/Townhouse,0,N/A,Zone 2,College degree,17,"Precision Production, Craft, Repair",39,More than 15,No,152000.00,$125+
0205-TMBGKK-FBU,Female,58,50-64,9.1,Mastercard,14,484.21,None,1.14,Car,22,American Express,11,291.43,Other,Unmarried,Rent,Multiple-Family,4,Own,Zone 1,High school degree,13,Managerial and Professional,16,More than 15,No,37000.00,$25 - $49
1893-HKERAN-9GJ,Male,26,25-34,12.1,Visa,7,146.94,Other,1.78,Car,26,Discover,8,181.45,Other,Unmarried,Rent,Multiple-Family,8,Own,Zone 4,Post-undergraduate degree,21,Managerial and Professional,0,Less than 2,No,55000.00,$50 - $74
1911-MAZGNL-EI4,Male,30,25-34,9.2,American Express,6,171.5,None,2.83,Car,20,Discover,9,270.69,Platinum,Married,Own,Single-family,2,Own,Zone 2,Post-undergraduate degree,20,Managerial and Professional,0,Less than 2,No,74000.00,$50 - $74
9794-ZMSWZC-HR0,Male,77,>65,15.4,American Express,11,462.53,Other,0.47,Car,23,Mastercard,6,233.72,None,Unmarried,Own,Mobile Home,2,Lease,Zone 2,Did not complete high school,9,"Operation, Fabrication, General Labor",29,More than 15,Yes,23000.00,Under $25
0325-IAWOCS-M5N,Female,31,25-34,6.4,Discover,13,437.78,None,0.05,Car,23,Mastercard,8,317.37,Other,Unmarried,Own,Multiple-Family,5,Own,Zone 4,Some college,16,Managerial and Professional,2,2 to 5,No,24000.00,Under $25
0388-JOJPIY-9BY,Male,77,>65,7.4,American Express,8,573.67,Other,0.88,Car,32,Discover,6,229.89,Platinum,Married,Own,Mobile Home,3,Own,Zone 1,College degree,17,"Operation, Fabrication, General Labor",37,More than 15,Yes,97000.00,$75 - $124
5810-CAIPNU-TX1,Male,32,25-34,30,American Express,11,823.73,Other,1.15,Walk,33,Discover,4,385.19,None,Married,Own,Single-family,1,Own,Zone 3,Some college,15,Service,7,6 to 10,No,40000.00,$25 - $49
7988-NOJBBA-PW6,Female,19,18-24,19.4,American Express,8,166.89,None,2.57,Car,28,Visa,2,59.15,Platinum,Married,Own,Single-family,2,Own,Zone 2,High school degree,14,Managerial and Professional,0,Less than 2,No,24000.00,Under $25
3643-MJJTUX-A5T,Male,47,35-49,13.3,American Express,13,374.52,Other,6.46,Carpool,35,Mastercard,3,70.63,Platinum,Unmarried,Rent,Multiple-Family,1,Own,Zone 4,Post-undergraduate degree,20,Sales and Office,3,2 to 5,No,94000.00,$75 - $124
2457-ZGIAOA-QH2,Female,47,35-49,17.8,American Express,11,547.7,None,1.66,Walk,32,Visa,6,255.64,Other,Unmarried,Own,Single-family,1,Lease,Zone 4,Some college,16,Sales and Office,2,2 to 5,No,32000.00,$25 - $49
5914-EEJBTA-BJL,Female,36,35-49,3.8,Visa,12,363.01,Gold,0.12,Telecommute,22,Discover,7,149.34,None,Married,Own,Single-family,0,N/A,Zone 4,High school degree,12,Sales and Office,1,Less than 2,No,31000.00,$25 - $49
2578-HZMZCZ-KXA,Male,67,>65,8.7,Discover,12,544.03,Gold,1.43,Car,31,American Express,8,471.52,Gold,Unmarried,Own,Single-family,2,Own,Zone 5,College degree,18,Service,30,More than 15,No,196000.00,$125+
7318-XXEVRW-XE9,Female,20,18-24,29.7,Discover,9,261.07,Gold,4.49,Telecommute,25,Mastercard,10,338.72,Other,Married,Own,Single-family,2,Own,Zone 4,High school degree,14,"Operation, Fabrication, General Labor",0,Less than 2,No,23000.00,Under $25
0532-LPZIHD-ZE0,Female,59,50-64,11.2,American Express,12,576.43,Other,3.25,Car,28,Discover,8,445.88,Platinum,Unmarried,Rent,Single-family,4,Own,Zone 2,High school degree,13,Managerial and Professional,11,11 to 15,No,79000.00,$75 - $124
3485-RHOUYF-PTX,Male,36,35-49,4.8,Discover,8,235.13,Gold,0.83,Car,16,American Express,11,410.53,None,Married,Own,Mobile Home,5,Own,Zone 2,College degree,17,Agricultural and Natural Resources,6,6 to 10,No,41000.00,$25 - $49
7033-GDXNFL-KXN,Male,32,25-34,2,Discover,7,78.25,Gold,0.18,Car,28,Visa,2,35.6,None,Unmarried,Rent,Multiple-Family,3,Own,Zone 5,High school degree,13,"Precision Production, Craft, Repair",8,6 to 10,No,34000.00,$25 - $49
6687-OXMVWH-SDV,Female,27,25-34,23.7,Visa,9,253.7,None,2.64,Walk,23,Mastercard,3,207.28,Gold,Unmarried,Own,Single-family,2,Own,Zone 3,College degree,18,"Precision Production, Craft, Repair",2,2 to 5,No,58000.00,$50 - $74
0731-DIVQCB-56I,Male,24,18-24,6.9,Visa,12,242.39,Platinum,0.5,Car,26,Discover,2,39.53,Gold,Unmarried,Rent,Multiple-Family,4,Own,Zone 3,College degree,19,"Precision Production, Craft, Repair",0,Less than 2,No,26000.00,$25 - $49
3361-TCBJGB-S5V,Male,46,35-49,5.3,Discover,9,235.97,Gold,1.7,Car,22,American Express,3,65.94,Other,Unmarried,Own,Condominium/Townhouse,2,Own,Zone 4,College degree,17,Managerial and Professional,5,2 to 5,No,97000.00,$75 - $124
6009-ZAJEHC-2XP,Female,18,18-24,5.5,Discover,11,266.47,Gold,0.32,Train/Subway,19,American Express,1,18.44,Other,Unmarried,Own,Single-family,1,Own,Zone 3,High school degree,13,Service,0,Less than 2,No,14000.00,Under $25
8031-OKFJSG-BPK,Male,36,35-49,8.9,Visa,19,767.05,Gold,0.54,Car,24,American Express,7,304.16,None,Unmarried,Rent,Multiple-Family,3,Own,Zone 1,Some college,15,Sales and Office,2,2 to 5,No,28000.00,$25 - $49
4220-QXGULJ-7FE,Male,49,35-49,9,American Express,14,765.48,Platinum,2.68,Car,20,Visa,6,196.44,Gold,Unmarried,Rent,Multiple-Family,3,Own,Zone 1,College degree,18,Managerial and Professional,1,Less than 2,No,42000.00,$25 - $49
3277-CXQSSL-F9H,Male,46,35-49,7.7,Mastercard,5,196.04,None,1.94,Bus,25,Visa,2,48.84,Other,Unmarried,Own,Single-family,1,Own,Zone 4,College degree,17,Sales and Office,6,6 to 10,No,65000.00,$50 - $74
8408-UEGWLN-TI2,Male,36,35-49,8.6,Discover,12,273.13,Other,0.43,Car,35,Visa,5,97.41,Gold,Married,Own,Single-family,2,Own,Zone 5,College degree,19,Sales and Office,1,Less than 2,No,27000.00,$25 - $49
4365-SGXXAO-7WU,Female,25,25-34,2.8,Mastercard,3,51.04,Other,0.46,Train/Subway,31,Visa,0,0,None,Unmarried,Own,Mobile Home,1,Own,Zone 1,High school degree,13,Agricultural and Natural Resources,4,2 to 5,No,21000.00,Under $25
8126-XCYIGQ-7IY,Female,59,50-64,12,Discover,6,151.99,Gold,1.39,Telecommute,28,American Express,2,38.01,None,Married,Own,Condominium/Townhouse,2,Own,Zone 3,High school degree,14,Sales and Office,4,2 to 5,No,54000.00,$50 - $74
8221-NCSCCQ-3FQ,Female,21,18-24,3.8,Mastercard,9,268.23,Gold,0.12,Car,29,Visa,4,114.73,Gold,Married,Rent,Multiple-Family,2,Own,Zone 2,Some college,16,Sales and Office,0,Less than 2,No,23000.00,Under $25
2976-AVCYVA-BQ2,Male,63,50-64,6.3,Visa,15,212.58,Other,0.09,Walk,25,Other,0,0,Other,Married,Own,Condominium/Townhouse,2,Own,Zone 2,Some college,15,Sales and Office,1,Less than 2,No,22000.00,Under $25
0830-SUDIDV-04O,Male,78,>65,10,Discover,13,213.3,None,0.25,Car,22,Visa,2,37.18,Other,Married,Rent,Multiple-Family,5,Lease,Zone 4,Did not complete high school,7,Managerial and Professional,15,11 to 15,Yes,10000.00,Under $25
1808-MVSJCW-3WB,Female,20,18-24,7.1,Mastercard,5,122.54,Other,0.8,Walk,28,Discover,4,115.84,None,Unmarried,Rent,Multiple-Family,2,Own,Zone 2,Some college,15,Sales and Office,0,Less than 2,No,23000.00,Under $25
4239-LWZCTF-4C2,Female,57,50-64,5,Mastercard,11,330.88,Gold,0.92,Car,39,Visa,5,136.49,Gold,Married,Own,Condominium/Townhouse,2,Own,Zone 3,Did not complete high school,11,"Operation, Fabrication, General Labor",23,More than 15,No,44000.00,$25 - $49
7688-LVMBGX-9OG,Male,43,35-49,20.9,American Express,11,606.87,Platinum,12.73,Car,15,Discover,4,154.4,Platinum,Unmarried,Own,Condominium/Townhouse,2,Own,Zone 4,Did not complete high school,9,"Operation, Fabrication, General Labor",19,More than 15,No,113000.00,$75 - $124
7216-JLLMJJ-D2X,Male,72,>65,8.9,Mastercard,11,315.57,Platinum,1.49,Train/Subway,29,Discover,9,222.66,Other,Married,Own,Mobile Home,1,Own,Zone 5,High school degree,14,"Precision Production, Craft, Repair",29,More than 15,Yes,38000.00,$25 - $49
7930-RHVBUB-KIL,Male,32,25-34,18.9,Mastercard,13,459.22,Gold,3.13,Car,22,Discover,3,86.53,Platinum,Married,Own,Single-family,3,Own,Zone 2,Did not complete high school,11,Managerial and Professional,7,6 to 10,No,37000.00,$25 - $49
5398-ATLUNF-N55,Female,24,18-24,9.3,Discover,9,155.78,Platinum,0.95,Car,31,American Express,6,92.92,Gold,Unmarried,Rent,Multiple-Family,2,Own,Zone 2,College degree,18,Managerial and Professional,0,Less than 2,No,15000.00,Under $25
9773-CPEUBF-6D9,Female,78,>65,6.5,Mastercard,11,266.59,Gold,1.37,Car,26,Discover,2,52.49,Other,Unmarried,Own,Condominium/Townhouse,3,Own,Zone 5,Did not complete high school,10,Service,27,More than 15,No,81000.00,$75 - $124
0943-QMXLGU-4QA,Female,54,50-64,4.1,Visa,6,284.51,Platinum,0.23,Car,21,Discover,8,420.04,Platinum,Unmarried,Own,Single-family,2,Own,Zone 3,High school degree,13,Service,23,More than 15,No,136000.00,$125+
3857-PXLQFQ-41C,Female,68,>65,4.9,Mastercard,5,80.23,Gold,0.25,Walk,22,Discover,0,0,Platinum,Married,Own,Multiple-Family,2,Lease,Zone 2,High school degree,12,Agricultural and Natural Resources,18,More than 15,Yes,9000.00,Under $25
4234-AABQRK-AAJ,Male,39,35-49,16.1,American Express,12,541.7,Platinum,3.59,Car,23,Discover,4,150.83,None,Married,Own,Multiple-Family,1,Own,Zone 4,Some college,16,"Operation, Fabrication, General Labor",9,6 to 10,No,38000.00,$25 - $49
0526-KRCZZQ-N00,Female,33,25-34,16.9,Discover,10,205.88,Other,5.37,Walk,22,American Express,7,195.98,None,Unmarried,Own,Single-family,1,Own,Zone 4,College degree,17,"Operation, Fabrication, General Labor",6,6 to 10,No,55000.00,$50 - $74
9491-IHWAUT-OGG,Male,43,35-49,19.3,Discover,13,581,None,1.18,Car,27,American Express,7,449.37,Platinum,Unmarried,Rent,Multiple-Family,4,Own,Zone 2,Post-undergraduate degree,20,Managerial and Professional,7,6 to 10,No,54000.00,$50 - $74
5279-UMJEUC-L44,Male,67,>65,19.5,Visa,4,63.83,None,0.32,Car,26,Mastercard,0,0,Other,Married,Rent,Multiple-Family,2,Own,Zone 4,College degree,19,Service,9,6 to 10,Yes,12000.00,Under $25
6450-MFJLRE-BU5,Male,31,25-34,12,Visa,18,203.81,Platinum,0.88,Bus,24,Discover,0,0,None,Unmarried,Own,Single-family,2,Own,Zone 3,College degree,18,Sales and Office,1,Less than 2,No,22000.00,Under $25
3048-IRUJVP-I8H,Male,59,50-64,6.4,Mastercard,16,335.47,Other,1.16,Car,28,Discover,3,72.4,Other,Married,Own,Single-family,2,Own,Zone 5,High school degree,13,Managerial and Professional,15,11 to 15,No,39000.00,$25 - $49
4789-ZPLHEE-TX8,Male,29,25-34,20.9,Discover,14,300.04,Other,1.82,Car,22,American Express,3,63.5,Other,Unmarried,Rent,Multiple-Family,3,Own,Zone 3,College degree,17,"Precision Production, Craft, Repair",4,2 to 5,No,30000.00,$25 - $49
9920-FTWPQS-L1R,Female,35,35-49,14.2,Discover,7,213.66,Gold,0.68,Train/Subway,25,Visa,4,125.82,None,Unmarried,Own,Single-family,0,N/A,Zone 4,College degree,18,Managerial and Professional,4,2 to 5,No,41000.00,$25 - $49
2342-UVJDDH-7YD,Female,50,50-64,10.6,Visa,6,82.33,Gold,1.34,Walk,28,Mastercard,3,57.86,Gold,Married,Own,Single-family,1,Own,Zone 3,Did not complete high school,10,Sales and Office,8,6 to 10,No,31000.00,$25 - $49
1081-CWMWYY-WQ6,Male,75,>65,20.7,Visa,9,169.25,Other,0.35,Car,22,Mastercard,4,68.89,Other,Unmarried,Rent,Multiple-Family,3,Own,Zone 2,High school degree,13,Sales and Office,14,11 to 15,Yes,9000.00,Under $25
4783-HWNFYV-6TH,Female,34,25-34,18.3,Visa,11,328.86,Gold,1.89,Bus,25,Other,6,176.61,None,Married,Own,Single-family,1,Lease,Zone 2,High school degree,13,Agricultural and Natural Resources,9,6 to 10,No,45000.00,$25 - $49
0304-ULDWXL-WY1,Male,57,50-64,6.3,American Express,12,529.34,Gold,1.25,Bicycle,24,Visa,9,382.83,Gold,Married,Own,Single-family,1,Own,Zone 3,College degree,17,"Operation, Fabrication, General Labor",29,More than 15,Yes,67000.00,$50 - $74
0676-QZBXPH-T87,Female,66,>65,2.4,Visa,13,323.01,Other,0.46,Car,34,Other,8,153.67,Other,Unmarried,Own,Single-family,2,Own,Zone 3,Did not complete high school,8,"Operation, Fabrication, General Labor",34,More than 15,Yes,24000.00,Under $25
8026-CYWMJI-1O2,Female,71,>65,6.9,Discover,14,223.85,Other,1.34,Car,19,Visa,5,105.73,Platinum,Unmarried,Own,Single-family,4,Own,Zone 5,Some college,15,Sales and Office,2,2 to 5,No,49000.00,$25 - $49
6438-PYHIPB-1TD,Male,47,35-49,10.4,American Express,11,288.89,Gold,0.84,Car,18,Discover,7,183.23,Other,Unmarried,Own,Condominium/Townhouse,2,Lease,Zone 2,High school degree,12,Sales and Office,1,Less than 2,No,24000.00,Under $25
6266-RLDNCR-J7Y,Female,69,>65,17.1,Visa,8,446.61,None,5.83,Carpool,30,American Express,10,521.94,Platinum,Unmarried,Own,Single-family,0,N/A,Zone 4,High school degree,14,"Operation, Fabrication, General Labor",32,More than 15,Yes,83000.00,$75 - $124
9647-NVQTYY-Q4L,Female,47,35-49,13.7,Discover,4,63.62,Other,1.09,Car,23,American Express,3,46.08,Other,Unmarried,Rent,Condominium/Townhouse,3,Own,Zone 3,Post-undergraduate degree,20,Service,14,11 to 15,No,48000.00,$25 - $49
6372-AYKPRL-Q4B,Male,43,35-49,9.7,Visa,12,315.06,Platinum,1.78,Car,20,Mastercard,2,36.8,Other,Unmarried,Rent,Single-family,2,Own,Zone 4,Some college,16,Sales and Office,0,Less than 2,No,81000.00,$75 - $124
6045-NANPEA-YAD,Male,33,25-34,1.5,Discover,15,453.54,Gold,0.47,Bus,25,American Express,6,180.04,Gold,Married,Own,Condominium/Townhouse,1,Own,Zone 5,College degree,19,Sales and Office,1,Less than 2,No,102000.00,$75 - $124
6077-HDSBQL-V95,Female,18,18-24,14.7,Discover,7,120.52,Gold,0.59,Train/Subway,34,Visa,5,96.23,Other,Married,Own,Single-family,2,Own,Zone 5,High school degree,13,Service,0,Less than 2,No,18000.00,Under $25
9228-SUMFJZ-HDT,Male,29,25-34,18.4,Discover,6,228.63,None,6.83,Walk,34,Mastercard,6,77.51,Other,Married,Own,Condominium/Townhouse,2,Own,Zone 1,Some college,16,Service,3,2 to 5,No,55000.00,$50 - $74
5402-YTVDEJ-BTW,Male,18,18-24,1.3,Discover,5,97.09,Gold,0.03,Car,21,Mastercard,4,77.58,Platinum,Married,Rent,Multiple-Family,5,Own,Zone 4,Did not complete high school,11,"Operation, Fabrication, General Labor",1,Less than 2,No,15000.00,Under $25
7964-PLQSST-U0V,Female,36,35-49,15.9,Visa,10,263.14,Platinum,1.09,Car,36,Discover,7,226.57,None,Unmarried,Own,Single-family,3,Own,Zone 2,Some college,15,Sales and Office,2,2 to 5,No,32000.00,$25 - $49
6663-QJYWSZ-HBU,Female,29,25-34,7.7,Mastercard,15,402.77,Other,1.94,Car,31,Visa,7,236.71,Gold,Unmarried,Rent,Single-family,2,Own,Zone 1,High school degree,12,Managerial and Professional,3,2 to 5,No,39000.00,$25 - $49
1142-NJMGGT-FIA,Male,77,>65,12,Mastercard,13,261.1,None,0.37,Train/Subway,29,Discover,2,48.67,Platinum,Married,Own,Mobile Home,1,Own,Zone 5,Did not complete high school,9,Sales and Office,12,11 to 15,Yes,19000.00,Under $25
7723-RVLIHB-URK,Male,65,>65,7.5,Discover,15,687.96,Platinum,1.48,Train/Subway,34,American Express,10,394.61,Other,Married,Rent,Multiple-Family,2,Lease,Zone 1,Did not complete high school,10,Sales and Office,11,11 to 15,Yes,31000.00,$25 - $49
8253-WARNTP-5BT,Female,19,18-24,6,Mastercard,11,241.15,Gold,0.37,Bus,29,Visa,12,467.29,Platinum,Unmarried,Rent,Multiple-Family,1,Own,Zone 1,High school degree,14,Sales and Office,0,Less than 2,No,24000.00,Under $25
6266-RPFUST-N4B,Female,54,50-64,7.5,Discover,6,211.38,Gold,0.45,Car,34,Mastercard,3,72.22,Platinum,Married,Own,Single-family,2,Own,Zone 3,College degree,19,Sales and Office,6,6 to 10,No,59000.00,$50 - $74
0236-BKUNTH-6VO,Female,55,50-64,16,Mastercard,11,574.87,Platinum,7,Train/Subway,27,Visa,7,320.21,None,Married,Own,Single-family,1,Own,Zone 1,Did not complete high school,11,Managerial and Professional,13,11 to 15,No,133000.00,$125+
1849-RKDGYX-5Y2,Female,60,50-64,15.5,Mastercard,9,267.37,Gold,1.65,Car,12,Discover,6,125.24,None,Unmarried,Own,Condominium/Townhouse,3,Own,Zone 3,College degree,17,Managerial and Professional,7,6 to 10,No,85000.00,$75 - $124
7457-CZVQBP-9TG,Female,64,50-64,6.2,Mastercard,9,275.41,Other,0.92,Bus,32,Visa,8,236.28,Gold,Unmarried,Own,Single-family,1,Own,Zone 3,Did not complete high school,9,Service,33,More than 15,No,184000.00,$125+
5463-AWTLNK-F25,Male,47,35-49,8.9,Mastercard,13,505.3,Gold,2.72,Bus,23,American Express,3,79.21,None,Married,Own,Single-family,1,Own,Zone 2,Some college,16,Sales and Office,5,2 to 5,No,185000.00,$125+
9140-IFGCFI-VXB,Male,22,18-24,3.7,Mastercard,0,0,Gold,0.12,Car,26,Visa,3,51.29,Gold,Unmarried,Own,Multiple-Family,3,Lease,Zone 5,Did not complete high school,11,Managerial and Professional,1,Less than 2,No,14000.00,Under $25
5527-BIERFB-V0N,Male,56,50-64,9.2,Mastercard,9,264.22,Platinum,0.59,Car,23,Discover,1,40.46,Other,Unmarried,Own,Condominium/Townhouse,2,Own,Zone 4,Some college,15,Service,15,11 to 15,No,51000.00,$50 - $74
9842-OTUMVH-RW3,Male,63,50-64,13.4,Mastercard,13,546.17,Gold,1.25,Bus,25,Discover,4,101.45,Gold,Married,Rent,Single-family,3,Own,Zone 5,College degree,19,Sales and Office,6,6 to 10,No,45000.00,$25 - $49
2460-JWHVPE-ND3,Female,79,>65,7.7,Mastercard,12,241.82,Gold,0.73,Bus,17,Other,5,117.62,Platinum,Unmarried,Rent,Multiple-Family,1,Own,Zone 1,Did not complete high school,11,"Operation, Fabrication, General Labor",36,More than 15,Yes,46000.00,$25 - $49
2643-CDXNCN-93B,Female,29,25-34,3,Visa,11,626.88,Gold,0.16,Car,28,Other,3,126.16,None,Unmarried,Own,Single-family,2,Own,Zone 4,High school degree,12,Sales and Office,2,2 to 5,No,21000.00,Under $25
3012-WLEFBR-R17,Male,59,50-64,11.3,American Express,20,709.77,Other,6.79,Walk,25,Discover,7,250.65,Other,Unmarried,Rent,Single-family,0,N/A,Zone 2,Did not complete high school,10,"Precision Production, Craft, Repair",34,More than 15,No,90000.00,$75 - $124
4684-VUFQOX-OAK,Male,40,35-49,17.6,Mastercard,10,276.98,Gold,1.97,Car,24,Visa,4,154.12,Other,Married,Rent,Condominium/Townhouse,4,Own,Zone 2,College degree,17,Sales and Office,2,2 to 5,No,39000.00,$25 - $49
2678-CLOHMI-U3G,Male,63,50-64,9,American Express,14,593.19,None,3.83,Train/Subway,19,Mastercard,6,429.08,Other,Married,Own,Single-family,1,Own,Zone 3,High school degree,14,Service,26,More than 15,No,153000.00,$125+
